Mod:Item:MetaData, Localized Name
gregtech:compressed_1:5, Block of Holmium
gregtech:compressed_1:6, Block of Indium
gregtech:compressed_1:7, Block of Iridium
gregtech:compressed_1:8, Block of Lanthanum
gregtech:compressed_1:9, Block of Lead
gregtech:compressed_1:10, Block of Lithium
gregtech:compressed_1:11, Block of Lutetium
gregtech:compressed_1:12, Block of Magnesium
gregtech:compressed_1:13, Block of Manganese
gregtech:compressed_1:14, Block of Molybdenum
gregtech:compressed_1:15, Block of Neodymium
gregtech:compressed_16:0, Block of Polydimethylsiloxane
gregtech:compressed_16:1, Block of Polystyrene
gregtech:compressed_16:2, Block of Raw Styrene-Butadiene Rubber
gregtech:compressed_16:3, Block of Styrene-Butadiene Rubber
gregtech:compressed_16:4, Block of Potash
gregtech:compressed_16:5, Block of Soda Ash
gregtech:compressed_16:6, Block of Gallium Arsenide
gregtech:compressed_16:7, Block of Polyphenylene Sulfide
gregtech:compressed_16:8, Block of Indium Gallium Phosphide
gregtech:compressed_16:9, Block of Platinum Group Sludge
gregtech:compressed_16:10, Block of Ferrite Mixture
gregtech:compressed_16:11, Block of Nickel Zinc Ferrite
gregtech:compressed_16:12, Block of Granite
gregtech:compressed_16:13, Block of Magnesia
gregtech:compressed_16:14, Block of Phosphorous Pentoxide
gregtech:compressed_16:15, Block of Fiber-Reinforced Epoxy Resin
gregtech:compressed_29:0, Block of Palladium Metallic Powder
gregtech:compressed_29:1, Block of Reprecipitated Platinum
gregtech:compressed_29:2, Block of Platinum Residue
gregtech:compressed_29:3, Block of Platinum Metallic Powder
gregtech:compressed_29:4, Block of Refined Platinum Salt
gregtech:compressed_29:5, Block of Platinum Salt
gregtech:compressed_29:6, Block of Zirkelite
gregtech:compressed_29:7, Block of Zirconium Carbide
gregtech:compressed_29:8, Block of Yttrium Oxide
gregtech:compressed_29:9, Block of Circuit Compound MK III
gregtech:compressed_29:10, Block of Bismuth Tellurite
gregtech:compressed_29:11, Block of Dibismuthhydroborat
gregtech:compressed_29:12, Block of Prasiolite
gregtech:compressed_29:13, Block of Cubic Zirconia
gregtech:compressed_29:14, Block of Zirconium
gregtech:compressed_29:15, Block of Phthalic Anhydride
gregtech:compressed_27:0, Block of Potassium Nitrade
gregtech:compressed_27:1, Block of Zeron 100
gregtech:compressed_27:2, Block of Lafium
gregtech:compressed_27:3, Block of Pikyonium
gregtech:compressed_27:4, Block of Inconel 792
gregtech:compressed_27:5, Block of Titan Steel
gregtech:compressed_27:6, Block of Tungsten Titanium Carbide
gregtech:compressed_27:7, Block of Black Titanium
gregtech:compressed_27:8, Block of Quantum
gregtech:compressed_27:9, Block of Ruridit
gregtech:compressed_27:10, Block of Rhodium Plated Palladium
gregtech:compressed_27:11, Block of Reprecipitated Rhodium
gregtech:compressed_27:12, Block of Rhodium Filter Cake
gregtech:compressed_27:13, Block of Zinc Sulfate
gregtech:compressed_27:14, Block of Rhodium Nitrate
gregtech:compressed_27:15, Block of Sodium Nitrate
gregtech:compressed_30:0, Block of Incoloy MA-956
gregtech:compressed_30:1, Block of HG-1223
gregtech:compressed_30:2, Block of Babbitt Alloy
gregtech:compressed_30:3, Block of Nitinol 60
gregtech:compressed_30:4, Block of Blizz
gregtech:compressed_30:5, Block of Ferrosilite
gregtech:compressed_30:6, Block of Cupric Oxide
gregtech:compressed_30:7, Block of Arsenic Trioxide
gregtech:compressed_30:8, Block of Cobalt Oxide
gregtech:compressed_30:9, Block of Zincite
gregtech:compressed_30:10, Block of Antimony Trioxide
gregtech:compressed_30:11, Block of Massicot
gregtech:compressed_30:12, Block of Sand
gregtech:compressed_30:13, Block of Alumino Silicate Wool
gregtech:compressed_30:14, Block of Mica Based Pulp
gregtech:compressed_30:15, Block of Enderium
gregtech:compressed_25:0, Block of Curium
gregtech:compressed_25:1, Block of Americium 245
gregtech:compressed_25:2, Block of Americium 243
gregtech:compressed_25:3, Block of Americium 241
gregtech:compressed_25:4, Block of Plutonium 245
gregtech:compressed_25:5, Block of Plutonium 240
gregtech:compressed_25:6, Block of Plutonium 239
gregtech:compressed_25:7, Block of Plutonium
gregtech:compressed_25:8, Block of Neptunium 239
gregtech:compressed_25:9, Block of Neptunium 237
gregtech:compressed_25:10, Block of Neptunium 235
gregtech:compressed_25:11, Block of Neptunium
gregtech:compressed_25:12, Block of Uranium 239
gregtech:compressed_25:13, Block of Uranium 234
gregtech:compressed_25:14, Block of Uranium 233
gregtech:compressed_25:15, Block of Uranium
gregtech:compressed_19:0, Block of Fluorite
gregtech:compressed_19:1, Block of Rhodochrosite
gregtech:compressed_19:2, Block of Electrically Impure Copper
gregtech:compressed_19:3, Block of Metastable Flerovium
gregtech:compressed_19:4, Block of Metastable Oganesson
gregtech:compressed_19:5, Block of Titanium 50
gregtech:compressed_19:6, Block of Carbon Nanotubes
gregtech:compressed_19:7, Block of Lithium Titanate
gregtech:compressed_19:8, Block of Caliche
gregtech:compressed_19:9, Block of Zircon
gregtech:compressed_19:10, Block of Taranium
gregtech:compressed_19:11, Block of Trinium Titanium
gregtech:compressed_19:12, Block of Proto Adamantium
gregtech:compressed_19:13, Block of Vibranium
gregtech:compressed_19:14, Block of Adamantium
gregtech:compressed_19:15, Block of Trinium
gregtech:compressed_5:0, Block of Charcoal
gregtech:compressed_5:1, Block of Chromite
gregtech:compressed_5:2, Block of Cinnabar
gregtech:compressed_5:3, Block of Cobaltite
gregtech:compressed_5:4, Block of Sheldonite
gregtech:compressed_5:5, Block of Cupronickel
gregtech:compressed_5:6, Block of Dark Ashes
gregtech:compressed_5:7, Block of Electrum
gregtech:compressed_5:8, Block of Galena
gregtech:compressed_5:9, Block of Garnierite
gregtech:compressed_5:10, Block of Green Sapphire
gregtech:compressed_5:11, Block of Grossular
gregtech:compressed_5:12, Block of Ilmenite
gregtech:compressed_5:13, Block of Rutile
gregtech:compressed_5:14, Block of Bauxite
gregtech:compressed_5:15, Block of Magnesium Chloride
gregtech:compressed_24:0, Block of Einsteinium
gregtech:compressed_24:1, Block of Californium 257
gregtech:compressed_24:2, Block of Californium 256
gregtech:compressed_24:3, Block of Californium 253
gregtech:compressed_24:4, Block of Californium 252
gregtech:compressed_24:5, Block of Californium 251
gregtech:compressed_24:6, Block of Californium
gregtech:compressed_24:7, Block of Berkelium 251
gregtech:compressed_24:8, Block of Berkelium 249
gregtech:compressed_24:9, Block of Berkelium 247
gregtech:compressed_24:10, Block of Berkelium
gregtech:compressed_24:11, Block of Curium 251
gregtech:compressed_24:12, Block of Curium 250
gregtech:compressed_24:13, Block of Curium 247
gregtech:compressed_24:14, Block of Curium 246
gregtech:compressed_24:15, Block of Curium 245
gregtech:compressed_11:0, Block of Cobalt Brass
gregtech:compressed_11:1, Block of Phosphor
gregtech:compressed_11:2, Block of Basalt
gregtech:compressed_11:3, Block of Andesite
gregtech:compressed_11:4, Block of Diorite
gregtech:compressed_11:5, Block of Red Garnet
gregtech:compressed_11:6, Block of Yellow Garnet
gregtech:compressed_11:7, Block of Sugar
gregtech:compressed_11:8, Block of Vinteum
gregtech:compressed_11:9, Block of Redrock
gregtech:compressed_11:10, Block of Potassium Feldspar
gregtech:compressed_11:11, Block of Biotite
gregtech:compressed_11:12, Block of Black Granite
gregtech:compressed_11:13, Block of Chrysotile
gregtech:compressed_11:14, Block of Realgar
gregtech:compressed_11:15, Block of Vanadium Magnetite
gregtech:compressed_22:0, Block of Calcium Tungstate
gregtech:compressed_22:1, Block of Organic Fertilizer
gregtech:compressed_22:2, Block of Abyssal Alloy
gregtech:compressed_22:3, Block of Astatine
gregtech:compressed_22:4, Block of Iodine
gregtech:compressed_22:5, Block of Selenium
gregtech:compressed_22:6, Block of Germanium
gregtech:compressed_22:7, Block of Thallium
gregtech:compressed_22:8, Block of Technetium
gregtech:compressed_22:9, Block of Rhenium
gregtech:compressed_22:10, Block of Hafnium
gregtech:compressed_22:11, Block of Actinium
gregtech:compressed_22:12, Block of Radium
gregtech:compressed_22:13, Block of Francium
gregtech:compressed_22:14, Block of Beryllium Fluoride
gregtech:compressed_22:15, Block of Potassium Fluoride
gregtech:compressed_31:0, Block of ZPM Superconductor
gregtech:compressed_31:1, Block of Polyvinyl Chloride
gregtech:compressed_31:2, Block of LuV Superconductor
gregtech:compressed_31:3, Block of IV Superconductor
gregtech:compressed_31:4, Block of EV Superconductor
gregtech:compressed_31:5, Block of HV Superconductor
gregtech:compressed_31:6, Block of MV Superconductor
gregtech:compressed_31:7, Block of ZPM Superconductor Base
gregtech:compressed_31:8, Block of LuV Superconductor Base
gregtech:compressed_31:9, Block of IV Superconductor Base
gregtech:compressed_31:10, Block of EV Superconductor Base
gregtech:compressed_31:11, Block of HV Superconductor Base
gregtech:compressed_31:12, Block of MV Superconductor Base
gregtech:compressed_31:13, Block of Talonite
gregtech:compressed_31:14, Block of Stellite
gregtech:compressed_31:15, Block of Tumbaga
gregtech:compressed_18:0, Block of Praseodymium Holmium Yttrium Lithium Fluoride
gregtech:compressed_18:1, Block of Neodymium Yttrium Aluminium Garnet
gregtech:compressed_18:2, Block of Fluoroapatite
gregtech:compressed_18:3, Block of Germanium Tungsten Nitride
gregtech:compressed_18:4, Block of Ruthenium Dioxide
gregtech:compressed_18:5, Block of PEDOT
gregtech:compressed_18:6, Block of Bismuth Iridiate
gregtech:compressed_18:7, Block of Bismuth Ruthenate
gregtech:compressed_18:8, Block of Tantalum Hafnium Seaborgium Carbide
gregtech:compressed_18:9, Block of Lead Zirconate Titanate
gregtech:compressed_18:10, Block of Barium Titanate
gregtech:compressed_18:11, Block of Woods Glass
gregtech:compressed_18:12, Block of Thoria Doped Tungsten
gregtech:compressed_18:13, Block of Polyurethane
gregtech:compressed_18:14, Block of Pyrochlore
gregtech:compressed_18:15, Block of Columbite
gregtech:compressed_12:0, Block of Basaltic Mineral Sand
gregtech:compressed_12:1, Block of Granitic Mineral Sand
gregtech:compressed_12:2, Block of Garnet Sand
gregtech:compressed_12:3, Block of Quartz Sand
gregtech:compressed_12:4, Block of Bastnasite
gregtech:compressed_12:5, Block of Pentlandite
gregtech:compressed_12:6, Block of Spodumene
gregtech:compressed_12:7, Block of Pollucite
gregtech:compressed_12:8, Block of Lepidolite
gregtech:compressed_12:9, Block of Glauconite
gregtech:compressed_12:10, Block of Glauconite Sand
gregtech:compressed_12:11, Block of Vermiculite
gregtech:compressed_12:12, Block of Bentonite
gregtech:compressed_12:13, Block of Fullers Earth
gregtech:compressed_12:14, Block of Pitchblende
gregtech:compressed_12:15, Block of Monazite
gregtech:compressed_23:0, Block of Sodium Fluoride
gregtech:compressed_23:1, Block of Lithium Fluoride
gregtech:compressed_23:2, Block of Naquadriatic Taranium
gregtech:compressed_23:3, Block of Mendelevium 263
gregtech:compressed_23:4, Block of Mendelevium 261
gregtech:compressed_23:5, Block of Mendelevium 259
gregtech:compressed_23:6, Block of Mendelevium
gregtech:compressed_23:7, Block of Fermium 263
gregtech:compressed_23:8, Block of Fermium 262
gregtech:compressed_23:9, Block of Fermium 259
gregtech:compressed_23:10, Block of Fermium 258
gregtech:compressed_23:11, Block of Fermium 257
gregtech:compressed_23:12, Block of Fermium
gregtech:compressed_23:13, Block of Einsteinium 257
gregtech:compressed_23:14, Block of Einsteinium 255
gregtech:compressed_23:15, Block of Einsteinium 253
gregtech:compressed_3:0, Block of Silver
gregtech:compressed_3:1, Block of Sodium
gregtech:compressed_3:2, Block of Strontium
gregtech:compressed_3:3, Block of Sulfur
gregtech:compressed_3:4, Block of Tantalum
gregtech:compressed_3:5, Block of Tellurium
gregtech:compressed_3:6, Block of Terbium
gregtech:compressed_3:7, Block of Thorium
gregtech:compressed_3:8, Block of Thulium
gregtech:compressed_3:9, Block of Tin
gregtech:compressed_3:10, Block of Titanium
gregtech:compressed_3:11, Block of Tungsten
gregtech:compressed_3:12, Block of Uranium 238
gregtech:compressed_3:13, Block of Uranium 235
gregtech:compressed_3:14, Block of Vanadium
gregtech:compressed_3:15, Block of Yttrium
gregtech:compressed_7:0, Block of Polycaprolactam
gregtech:compressed_7:1, Block of Polytetrafluoroethylene
gregtech:compressed_7:2, Block of Powellite
gregtech:compressed_7:3, Block of Pyrite
gregtech:compressed_7:4, Block of Pyrolusite
gregtech:compressed_7:5, Block of Pyrope
gregtech:compressed_7:6, Block of Rock Salt
gregtech:compressed_7:7, Block of Rubber
gregtech:compressed_7:8, Block of Ruby
gregtech:compressed_7:9, Block of Salt
gregtech:compressed_7:10, Block of Saltpeter
gregtech:compressed_7:11, Block of Sapphire
gregtech:compressed_7:12, Block of Scheelite
gregtech:compressed_7:13, Block of Silicon Dioxide
gregtech:compressed_7:14, Block of Sodalite
gregtech:compressed_7:15, Block of Sodium Sulfide
gregtech:frame_mendelevium:0, Mendelevium Frame
gregtech:frame_mendelevium:1, Mendelevium Frame
gregtech:frame_mendelevium:2, Mendelevium Frame
gregtech:frame_mendelevium:3, Mendelevium Frame
gregtech:frame_mendelevium:4, Mendelevium Frame
gregtech:frame_mendelevium:5, Mendelevium Frame
gregtech:frame_mendelevium:6, Mendelevium Frame
gregtech:frame_mendelevium:7, Mendelevium Frame
gregtech:frame_mendelevium:8, Mendelevium Frame
gregtech:frame_mendelevium:9, Mendelevium Frame
gregtech:frame_mendelevium:10, Mendelevium Frame
gregtech:frame_mendelevium:11, Mendelevium Frame
gregtech:frame_mendelevium:12, Mendelevium Frame
gregtech:frame_mendelevium:13, Mendelevium Frame
gregtech:frame_mendelevium:14, Mendelevium Frame
gregtech:frame_mendelevium:15, Mendelevium Frame
gregtech:frame_incoloy813:0, Incoloy 813 Frame
gregtech:frame_incoloy813:1, Incoloy 813 Frame
gregtech:frame_incoloy813:2, Incoloy 813 Frame
gregtech:frame_incoloy813:3, Incoloy 813 Frame
gregtech:frame_incoloy813:4, Incoloy 813 Frame
gregtech:frame_incoloy813:5, Incoloy 813 Frame
gregtech:frame_incoloy813:6, Incoloy 813 Frame
gregtech:frame_incoloy813:7, Incoloy 813 Frame
gregtech:frame_incoloy813:8, Incoloy 813 Frame
gregtech:frame_incoloy813:9, Incoloy 813 Frame
gregtech:frame_incoloy813:10, Incoloy 813 Frame
gregtech:frame_incoloy813:11, Incoloy 813 Frame
gregtech:frame_incoloy813:12, Incoloy 813 Frame
gregtech:frame_incoloy813:13, Incoloy 813 Frame
gregtech:frame_incoloy813:14, Incoloy 813 Frame
gregtech:frame_incoloy813:15, Incoloy 813 Frame
gregtech:frame_bronze:0, Bronze Frame
gregtech:frame_bronze:1, Bronze Frame
gregtech:frame_bronze:2, Bronze Frame
gregtech:frame_bronze:3, Bronze Frame
gregtech:frame_bronze:4, Bronze Frame
gregtech:frame_bronze:5, Bronze Frame
gregtech:frame_bronze:6, Bronze Frame
gregtech:frame_bronze:7, Bronze Frame
gregtech:frame_bronze:8, Bronze Frame
gregtech:frame_bronze:9, Bronze Frame
gregtech:frame_bronze:10, Bronze Frame
gregtech:frame_bronze:11, Bronze Frame
gregtech:frame_bronze:12, Bronze Frame
gregtech:frame_bronze:13, Bronze Frame
gregtech:frame_bronze:14, Bronze Frame
gregtech:frame_bronze:15, Bronze Frame
gregtech:frame_talonite:0, Talonite Frame
gregtech:frame_talonite:1, Talonite Frame
gregtech:frame_talonite:2, Talonite Frame
gregtech:frame_talonite:3, Talonite Frame
gregtech:frame_talonite:4, Talonite Frame
gregtech:frame_talonite:5, Talonite Frame
gregtech:frame_talonite:6, Talonite Frame
gregtech:frame_talonite:7, Talonite Frame
gregtech:frame_talonite:8, Talonite Frame
gregtech:frame_talonite:9, Talonite Frame
gregtech:frame_talonite:10, Talonite Frame
gregtech:frame_talonite:11, Talonite Frame
gregtech:frame_talonite:12, Talonite Frame
gregtech:frame_talonite:13, Talonite Frame
gregtech:frame_talonite:14, Talonite Frame
gregtech:frame_talonite:15, Talonite Frame
gregtech:frame_duranium:0, Duranium Frame
gregtech:frame_duranium:1, Duranium Frame
gregtech:frame_duranium:2, Duranium Frame
gregtech:frame_duranium:3, Duranium Frame
gregtech:frame_duranium:4, Duranium Frame
gregtech:frame_duranium:5, Duranium Frame
gregtech:frame_duranium:6, Duranium Frame
gregtech:frame_duranium:7, Duranium Frame
gregtech:frame_duranium:8, Duranium Frame
gregtech:frame_duranium:9, Duranium Frame
gregtech:frame_duranium:10, Duranium Frame
gregtech:frame_duranium:11, Duranium Frame
gregtech:frame_duranium:12, Duranium Frame
gregtech:frame_duranium:13, Duranium Frame
gregtech:frame_duranium:14, Duranium Frame
gregtech:frame_duranium:15, Duranium Frame
gregtech:frame_maraging_steel_a:0, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:1, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:2, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:3, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:4, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:5, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:6, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:7, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:8, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:9, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:10, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:11, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:12, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:13, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:14, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:15, Maraging Steel 250 Frame
gregtech:frame_hdcs:0, High Durability Compound Steel Frame
gregtech:frame_hdcs:1, High Durability Compound Steel Frame
gregtech:frame_hdcs:2, High Durability Compound Steel Frame
gregtech:frame_hdcs:3, High Durability Compound Steel Frame
gregtech:frame_hdcs:4, High Durability Compound Steel Frame
gregtech:frame_hdcs:5, High Durability Compound Steel Frame
gregtech:frame_hdcs:6, High Durability Compound Steel Frame
gregtech:frame_hdcs:7, High Durability Compound Steel Frame
gregtech:frame_hdcs:8, High Durability Compound Steel Frame
gregtech:frame_hdcs:9, High Durability Compound Steel Frame
gregtech:frame_hdcs:10, High Durability Compound Steel Frame
gregtech:frame_hdcs:11, High Durability Compound Steel Frame
gregtech:frame_hdcs:12, High Durability Compound Steel Frame
gregtech:frame_hdcs:13, High Durability Compound Steel Frame
gregtech:frame_hdcs:14, High Durability Compound Steel Frame
gregtech:frame_hdcs:15, High Durability Compound Steel Frame
gregtech:frame_staballoy:0, Staballoy Frame
gregtech:frame_staballoy:1, Staballoy Frame
gregtech:frame_staballoy:2, Staballoy Frame
gregtech:frame_staballoy:3, Staballoy Frame
gregtech:frame_staballoy:4, Staballoy Frame
gregtech:frame_staballoy:5, Staballoy Frame
gregtech:frame_staballoy:6, Staballoy Frame
gregtech:frame_staballoy:7, Staballoy Frame
gregtech:frame_staballoy:8, Staballoy Frame
gregtech:frame_staballoy:9, Staballoy Frame
gregtech:frame_staballoy:10, Staballoy Frame
gregtech:frame_staballoy:11, Staballoy Frame
gregtech:frame_staballoy:12, Staballoy Frame
gregtech:frame_staballoy:13, Staballoy Frame
gregtech:frame_staballoy:14, Staballoy Frame
gregtech:frame_staballoy:15, Staballoy Frame
gregtech:frame_plutonium_radioactive:0, Plutonium Frame
gregtech:frame_plutonium_radioactive:1, Plutonium Frame
gregtech:frame_plutonium_radioactive:2, Plutonium Frame
gregtech:frame_plutonium_radioactive:3, Plutonium Frame
gregtech:frame_plutonium_radioactive:4, Plutonium Frame
gregtech:frame_plutonium_radioactive:5, Plutonium Frame
gregtech:frame_plutonium_radioactive:6, Plutonium Frame
gregtech:frame_plutonium_radioactive:7, Plutonium Frame
gregtech:frame_plutonium_radioactive:8, Plutonium Frame
gregtech:frame_plutonium_radioactive:9, Plutonium Frame
gregtech:frame_plutonium_radioactive:10, Plutonium Frame
gregtech:frame_plutonium_radioactive:11, Plutonium Frame
gregtech:frame_plutonium_radioactive:12, Plutonium Frame
gregtech:frame_plutonium_radioactive:13, Plutonium Frame
gregtech:frame_plutonium_radioactive:14, Plutonium Frame
gregtech:frame_plutonium_radioactive:15, Plutonium Frame
gregtech:frame_tritanium:0, Tritanium Frame
gregtech:frame_tritanium:1, Tritanium Frame
gregtech:frame_tritanium:2, Tritanium Frame
gregtech:frame_tritanium:3, Tritanium Frame
gregtech:frame_tritanium:4, Tritanium Frame
gregtech:frame_tritanium:5, Tritanium Frame
gregtech:frame_tritanium:6, Tritanium Frame
gregtech:frame_tritanium:7, Tritanium Frame
gregtech:frame_tritanium:8, Tritanium Frame
gregtech:frame_tritanium:9, Tritanium Frame
gregtech:frame_tritanium:10, Tritanium Frame
gregtech:frame_tritanium:11, Tritanium Frame
gregtech:frame_tritanium:12, Tritanium Frame
gregtech:frame_tritanium:13, Tritanium Frame
gregtech:frame_tritanium:14, Tritanium Frame
gregtech:frame_tritanium:15, Tritanium Frame
gregtech:frame_taranium:0, Taranium Frame
gregtech:frame_taranium:1, Taranium Frame
gregtech:frame_taranium:2, Taranium Frame
gregtech:frame_taranium:3, Taranium Frame
gregtech:frame_taranium:4, Taranium Frame
gregtech:frame_taranium:5, Taranium Frame
gregtech:frame_taranium:6, Taranium Frame
gregtech:frame_taranium:7, Taranium Frame
gregtech:frame_taranium:8, Taranium Frame
gregtech:frame_taranium:9, Taranium Frame
gregtech:frame_taranium:10, Taranium Frame
gregtech:frame_taranium:11, Taranium Frame
gregtech:frame_taranium:12, Taranium Frame
gregtech:frame_taranium:13, Taranium Frame
gregtech:frame_taranium:14, Taranium Frame
gregtech:frame_taranium:15, Taranium Frame
gregtech:frame_fermium:0, Fermium Frame
gregtech:frame_fermium:1, Fermium Frame
gregtech:frame_fermium:2, Fermium Frame
gregtech:frame_fermium:3, Fermium Frame
gregtech:frame_fermium:4, Fermium Frame
gregtech:frame_fermium:5, Fermium Frame
gregtech:frame_fermium:6, Fermium Frame
gregtech:frame_fermium:7, Fermium Frame
gregtech:frame_fermium:8, Fermium Frame
gregtech:frame_fermium:9, Fermium Frame
gregtech:frame_fermium:10, Fermium Frame
gregtech:frame_fermium:11, Fermium Frame
gregtech:frame_fermium:12, Fermium Frame
gregtech:frame_fermium:13, Fermium Frame
gregtech:frame_fermium:14, Fermium Frame
gregtech:frame_fermium:15, Fermium Frame
gregtech:frame_hastelloy_k243:0, Hastelloy K243 Frame
gregtech:frame_hastelloy_k243:1, Hastelloy K243 Frame
gregtech:frame_hastelloy_k243:2, Hastelloy K243 Frame
gregtech:frame_hastelloy_k243:3, Hastelloy K243 Frame
gregtech:frame_hastelloy_k243:4, Hastelloy K243 Frame
gregtech:frame_hastelloy_k243:5, Hastelloy K243 Frame
gregtech:frame_hastelloy_k243:6, Hastelloy K243 Frame
gregtech:frame_hastelloy_k243:7, Hastelloy K243 Frame
gregtech:frame_hastelloy_k243:8, Hastelloy K243 Frame
gregtech:frame_hastelloy_k243:9, Hastelloy K243 Frame
gregtech:frame_hastelloy_k243:10, Hastelloy K243 Frame
gregtech:frame_hastelloy_k243:11, Hastelloy K243 Frame
gregtech:frame_hastelloy_k243:12, Hastelloy K243 Frame
gregtech:frame_hastelloy_k243:13, Hastelloy K243 Frame
gregtech:frame_hastelloy_k243:14, Hastelloy K243 Frame
gregtech:frame_hastelloy_k243:15, Hastelloy K243 Frame
gregtech:frame_steel:0, Steel Frame
gregtech:frame_steel:1, Steel Frame
gregtech:frame_steel:2, Steel Frame
gregtech:frame_steel:3, Steel Frame
gregtech:frame_steel:4, Steel Frame
gregtech:frame_steel:5, Steel Frame
gregtech:frame_steel:6, Steel Frame
gregtech:frame_steel:7, Steel Frame
gregtech:frame_steel:8, Steel Frame
gregtech:frame_steel:9, Steel Frame
gregtech:frame_steel:10, Steel Frame
gregtech:frame_steel:11, Steel Frame
gregtech:frame_steel:12, Steel Frame
gregtech:frame_steel:13, Steel Frame
gregtech:frame_steel:14, Steel Frame
gregtech:frame_steel:15, Steel Frame
gregtech:frame_grisium:0, Grisium Frame
gregtech:frame_grisium:1, Grisium Frame
gregtech:frame_grisium:2, Grisium Frame
gregtech:frame_grisium:3, Grisium Frame
gregtech:frame_grisium:4, Grisium Frame
gregtech:frame_grisium:5, Grisium Frame
gregtech:frame_grisium:6, Grisium Frame
gregtech:frame_grisium:7, Grisium Frame
gregtech:frame_grisium:8, Grisium Frame
gregtech:frame_grisium:9, Grisium Frame
gregtech:frame_grisium:10, Grisium Frame
gregtech:frame_grisium:11, Grisium Frame
gregtech:frame_grisium:12, Grisium Frame
gregtech:frame_grisium:13, Grisium Frame
gregtech:frame_grisium:14, Grisium Frame
gregtech:frame_grisium:15, Grisium Frame
gregtech:frame_wood:0, Wood Frame
gregtech:frame_wood:1, Wood Frame
gregtech:frame_wood:2, Wood Frame
gregtech:frame_wood:3, Wood Frame
gregtech:frame_wood:4, Wood Frame
gregtech:frame_wood:5, Wood Frame
gregtech:frame_wood:6, Wood Frame
gregtech:frame_wood:7, Wood Frame
gregtech:frame_wood:8, Wood Frame
gregtech:frame_wood:9, Wood Frame
gregtech:frame_wood:10, Wood Frame
gregtech:frame_wood:11, Wood Frame
gregtech:frame_wood:12, Wood Frame
gregtech:frame_wood:13, Wood Frame
gregtech:frame_wood:14, Wood Frame
gregtech:frame_wood:15, Wood Frame
gregtech:frame_qcd_confined_matter:0, Quantumchromodynamically Confined Matter Frame
gregtech:frame_qcd_confined_matter:1, Quantumchromodynamically Confined Matter Frame
gregtech:frame_qcd_confined_matter:2, Quantumchromodynamically Confined Matter Frame
gregtech:frame_qcd_confined_matter:3, Quantumchromodynamically Confined Matter Frame
gregtech:frame_qcd_confined_matter:4, Quantumchromodynamically Confined Matter Frame
gregtech:frame_qcd_confined_matter:5, Quantumchromodynamically Confined Matter Frame
gregtech:frame_qcd_confined_matter:6, Quantumchromodynamically Confined Matter Frame
gregtech:frame_qcd_confined_matter:7, Quantumchromodynamically Confined Matter Frame
gregtech:frame_qcd_confined_matter:8, Quantumchromodynamically Confined Matter Frame
gregtech:frame_qcd_confined_matter:9, Quantumchromodynamically Confined Matter Frame
gregtech:frame_qcd_confined_matter:10, Quantumchromodynamically Confined Matter Frame
gregtech:frame_qcd_confined_matter:11, Quantumchromodynamically Confined Matter Frame
gregtech:frame_qcd_confined_matter:12, Quantumchromodynamically Confined Matter Frame
gregtech:frame_qcd_confined_matter:13, Quantumchromodynamically Confined Matter Frame
gregtech:frame_qcd_confined_matter:14, Quantumchromodynamically Confined Matter Frame
gregtech:frame_qcd_confined_matter:15, Quantumchromodynamically Confined Matter Frame
gregtech:frame_incoloy_ma:0, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:1, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:2, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:3, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:4, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:5, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:6, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:7, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:8, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:9, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:10, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:11, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:12, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:13, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:14, Incoloy MA-956 Frame
gregtech:frame_incoloy_ma:15, Incoloy MA-956 Frame
gregtech:frame_vibranium:0, Vibranium Frame
gregtech:frame_vibranium:1, Vibranium Frame
gregtech:frame_vibranium:2, Vibranium Frame
gregtech:frame_vibranium:3, Vibranium Frame
